n,p,q,p.value,stat,loglik.F,loglik.R
500,0.215,0.825,0.73626280077348,1.99726041451686,-3100.36343747431,-3101.36206768157
50,0.215,0.825,0.0146693017702287,12.3908934160537,-328.676226194096,-334.871672902123
60,0.215,0.825,0.126070445098159,7.19225766171678,-370.207133553688,-373.803262384546
70,0.215,0.825,0.224397730783554,5.6794796585333,-399.290562586608,-402.130302415875
80,0.215,0.825,0.185453571882794,6.18925225629346,-502.406840876564,-505.50146700471
90,0.215,0.825,0.387118456172006,4.14208240498897,-564.262246166429,-566.333287368923
100,0.215,0.825,0.777356684265619,1.77333723880997,-606.573383095717,-607.460051715122
150,0.215,0.825,0.12687399924097,7.17601282859846,-952.815337026814,-956.403343441113
200,0.215,0.825,0.394500201189833,4.08593893020407,-1261.40911490421,-1263.45208436931
250,0.215,0.825,0.0479958862627036,9.58670165011335,-1531.02522488701,-1535.81857571206
300,0.215,0.825,0.727325582398225,2.04585214294275,-1893.67577490663,-1894.6987009781
350,0.215,0.825,0.512989003666535,3.27445997836003,-2198.73794114423,-2200.37517113341
400,0.215,0.825,0.684058891771957,2.28194098832319,-2488.40701753645,-2489.54798803061
450,0.215,0.825,0.980715914550429,0.421068385678154,-2788.71909437899,-2788.92962857183
500,0.215,0.825,0.710292409888563,2.13855717267052,-3102.13618135175,-3103.20545993809
50,0.215,0.825,0.0219401620217047,11.4506304791186,-306.74099995225,-312.466315191809
60,0.215,0.825,0.257053508949163,5.30880806977484,-356.269684242988,-358.924088277876
70,0.215,0.825,0.986840799766285,0.343430507350604,-418.236265149205,-418.40798040288
80,0.215,0.825,0.22134018354543,5.71654908560038,-510.186482370379,-513.044756913179
90,0.215,0.825,0.0818056718156371,8.28114662579856,-559.029182353719,-563.169755666619
100,0.215,0.825,0.0943103341378121,7.92643807420609,-603.565775335737,-607.52899437284
150,0.215,0.825,0.655452960469766,2.43976684233735,-950.246446975982,-951.466330397151
200,0.215,0.825,0.507259241896232,3.31057023869289,-1240.73930410203,-1242.39458922137
250,0.215,0.825,0.529137637392342,3.17401825752677,-1595.53335156856,-1597.12036069732
300,0.215,0.825,0.431331982807618,3.81704482909709,-1802.3751732568,-1804.28369567134
350,0.215,0.825,0.00899938096130615,13.5190399143648,-2149.2642553228,-2156.02377527999
400,0.215,0.825,0.118316277580661,7.35412923206695,-2508.62873850253,-2512.30580311857
450,0.215,0.825,0.125776495576907,7.19822408476011,-2714.08147844978,-2717.68059049216
500,0.215,0.825,0.475734168724871,3.51412296380386,-3143.43968052747,-3145.19674200937
50,0.215,0.825,0.229976928014609,5.61296316198559,-301.262165678055,-304.068647259048
60,0.215,0.825,0.14712599572881,6.79500554788763,-381.84393120127,-385.241433975214
70,0.215,0.825,0.891551447705534,1.11708903967622,-435.049184535692,-435.60772905553
80,0.215,0.825,0.240063615995883,5.49620100663458,-480.424676731335,-483.172777234653
90,0.215,0.825,0.164196165692929,6.50944624498834,-512.169919555471,-515.424642677965
100,0.215,0.825,0.477955609634906,3.49949187884272,-646.754998141524,-648.504744080946
150,0.215,0.825,0.214844234171613,5.79682210723672,-936.618738879066,-939.517149932684
200,0.215,0.825,0.347095205065743,4.46184897009061,-1259.30168260034,-1261.53260708539
250,0.215,0.825,0.0745950445749645,8.50965716993733,-1612.47092314494,-1616.72575172991
300,0.215,0.825,0.407700742355221,3.98749588720239,-1755.18490694952,-1757.17865489312
350,0.215,0.825,0.573289414862742,2.90828336571758,-2173.05640604493,-2174.51054772779
400,0.215,0.825,0.108214737290226,7.58042497820952,-2496.8293247753,-2500.61953726441
450,0.215,0.825,0.5774526027291,2.88381807996029,-2709.45653072781,-2710.89843976779
500,0.215,0.825,0.480441823881082,3.48317110928838,-3086.28459098608,-3088.02617654073
50,0.215,0.825,0.137012313370591,6.97880911185882,-293.050445653587,-296.539850209516
60,0.215,0.825,0.183540203124688,6.21668158305511,-352.181209064117,-355.289549855645
70,0.215,0.825,0.993412013948244,0.238848935801911,-418.680710237405,-418.800134705306
80,0.215,0.825,0.136656527914572,6.98549892754056,-487.140765148066,-490.633514611836
90,0.215,0.825,0.0855712437450746,8.16925565223187,-543.319461218171,-547.404089044287
100,0.215,0.825,0.256991519713624,5.30947214489743,-655.420396810432,-658.075132882881
150,0.215,0.825,0.41353328275496,3.944760771971,-969.339732032781,-971.312112418766
200,0.215,0.825,0.826361789484506,1.50157866707923,-1263.51015260525,-1264.26094193879
250,0.215,0.825,0.949557691456354,0.714268866126986,-1539.96752058346,-1540.32465501652
300,0.215,0.825,0.20008317402668,5.98750738490298,-1906.91524189757,-1909.90899559002
350,0.215,0.825,0.578503887570968,2.87765467221288,-2221.83355223863,-2223.27237957473
400,0.215,0.825,0.767978213842615,1.82460259801064,-2486.34255822011,-2487.25485951912
450,0.215,0.825,0.566500329541499,2.94838230445021,-2767.53758486158,-2769.01177601381
500,0.215,0.825,0.196446531163646,6.03639742229097,-3087.47243787344,-3090.49063658459
50,0.215,0.825,0.809143039650266,1.59804738187347,-303.285982156816,-304.085005847752
60,0.215,0.825,0.241459788354971,5.48037656001554,-345.707379362125,-348.447567642133
70,0.215,0.825,0.133982372444665,7.03629911292603,-425.006386562547,-428.52453611901
80,0.215,0.825,0.285545915884344,5.01711477887125,-471.659768358502,-474.168325747938
90,0.215,0.825,0.401890742588908,4.03052321344285,-557.778205014845,-559.793466621566
100,0.215,0.825,0.96407806288424,0.590822253202532,-628.620673860004,-628.916084986605
150,0.215,0.825,0.0863385080854255,8.14702611359098,-916.811572112088,-920.885085168884
200,0.215,0.825,0.0669112172389381,8.77738237438325,-1259.09048272943,-1263.47917391663
250,0.215,0.825,0.0512287030650225,9.42890812582755,-1579.25340722895,-1583.96786129187
300,0.215,0.825,0.849366601990416,1.37014731699583,-1858.27101414468,-1858.95608780318
350,0.215,0.825,0.490772897070006,3.415949723224,-2197.88139086293,-2199.58936572454
400,0.215,0.825,0.533319758242621,3.14831143236643,-2542.64115481257,-2544.21531052875
450,0.215,0.825,0.8377351110544,1.43702459880296,-2763.678704865,-2764.3972171644
500,0.215,0.825,0.459382462867632,3.62328033039284,-3075.96367084079,-3077.77531100599
50,0.215,0.825,0.0505000454841298,9.46362582458198,-315.316620868285,-320.048433780576
60,0.215,0.825,0.731927869003649,2.02082792240185,-396.436007854376,-397.446421815577
70,0.215,0.825,0.323260185771025,4.66648730081351,-455.52414900644,-457.857392656847
80,0.215,0.825,0.550276356971513,3.04528209390537,-498.18117934593,-499.703820392883
90,0.215,0.825,0.0483998550867847,9.56643777611907,-584.41284171649,-589.19606060455
100,0.215,0.825,0.946363891201167,0.739547137767886,-612.217260195086,-612.58703376397
150,0.215,0.825,0.332134344059134,4.58891428821266,-917.546470291544,-919.84092743565
200,0.215,0.825,0.272540782508913,5.1470347787149,-1261.53625151866,-1264.10976890802
250,0.215,0.825,0.0184059818652718,11.862195551344,-1561.07528274371,-1567.00638051938
300,0.215,0.825,0.846222254278075,1.38832138986299,-1879.99077868972,-1880.68493938465
350,0.215,0.825,0.039666936915318,10.045574888697,-2128.58843364554,-2133.61122108989
400,0.215,0.825,0.644021015094137,2.50343384739062,-2452.87669668358,-2454.12841360728
450,0.215,0.825,0.669540481021094,2.36180475281435,-2803.54497499915,-2804.72587737555
500,0.215,0.825,0.419577070570192,3.90094765295089,-3091.84426797665,-3093.79474180313
50,0.215,0.825,0.887659525125207,1.14133618574033,-303.622360804041,-304.193028896911
60,0.215,0.825,0.682025517822699,2.29310040372286,-356.888713091839,-358.035263293701
70,0.215,0.825,0.130449117449277,7.10486817387584,-446.24573850882,-449.798172595758
80,0.215,0.825,0.000990348511004464,18.4883231751041,-494.624379750104,-503.868541337656
90,0.215,0.825,0.605355569575098,2.7220851182135,-557.217285627988,-558.578328187095
100,0.215,0.825,0.19218374594065,6.09474170521707,-623.256755973906,-626.304126826515
150,0.215,0.825,0.0227702554230626,11.3633356199646,-929.837290947267,-935.51895875725
200,0.215,0.825,0.226252587384529,5.65720666379866,-1204.44850077839,-1207.27710411029
250,0.215,0.825,0.123544686475638,7.24394861537075,-1546.88664866082,-1550.50862296851
300,0.215,0.825,0.63682186198266,2.54373498047516,-1826.54440303931,-1827.81627052955
350,0.215,0.825,0.525140832836392,3.1987006927302,-2209.54768066999,-2211.14703101636
400,0.215,0.825,0.289977822792972,4.97397924833331,-2484.38923564778,-2486.87622527194
450,0.215,0.825,0.404335543544498,4.01236108545163,-2731.78305037527,-2733.78923091799
500,0.215,0.825,0.216256829943589,5.77918620196942,-3120.93005365387,-3123.81964675486
50,0.215,0.825,0.54310268347287,3.08864097750006,-309.801302800951,-311.345623289701
60,0.215,0.825,0.048422490655567,9.56530712237884,-373.208650493442,-377.991304054632
70,0.215,0.825,0.313975769180058,4.7495304449119,-456.580414726999,-458.955179949455
80,0.215,0.825,0.800183312981895,1.64776237470869,-512.841158604684,-513.665039792038
90,0.215,0.825,0.922938058115196,0.911272476344266,-584.272379556054,-584.728015794226
100,0.215,0.825,0.616297852207866,2.6596256946093,-649.786709254378,-651.116522101682
150,0.215,0.825,0.504325135719348,3.32916177699371,-960.003322845333,-961.66790373383
200,0.215,0.825,0.34652598012215,4.46660223525259,-1284.44966110157,-1286.6829622192
250,0.215,0.825,0.171032493250108,6.40258877325095,-1587.88354810433,-1591.08484249095
300,0.215,0.825,0.623599497614076,2.61821688262535,-1862.70883782461,-1864.01794626592
350,0.215,0.825,0.0662303527296273,8.80249221688518,-2183.68277250654,-2188.08401861499
400,0.215,0.825,0.601056289859804,2.74676617973728,-2450.49951952906,-2451.87290261893
450,0.215,0.825,0.0175118828653061,11.9784973438927,-2753.49846522171,-2759.48771389365
500,0.215,0.825,0.224953015585636,5.67279498220523,-3122.43407356397,-3125.27047105508
50,0.215,0.825,0.799222441238605,1.6530775215756,-318.509979779569,-319.336518540356
60,0.215,0.825,0.626264057989871,2.60315654318072,-347.9333502111,-349.23492848269
70,0.215,0.825,0.537452781451946,3.12302426391454,-408.762620841398,-410.324132973355
80,0.215,0.825,0.995225231975328,0.20211032088082,-514.591932840553,-514.692988000994
90,0.215,0.825,0.832435238762174,1.46720010714535,-574.672023460777,-575.40562351435
100,0.215,0.825,0.520001458982274,3.2306080156261,-640.726790065002,-642.342094072815
150,0.215,0.825,0.526111899863511,3.19269337732499,-926.160115585419,-927.756462274082
200,0.215,0.825,0.0218814428259953,11.4569262304567,-1280.31332849454,-1286.04179160977
250,0.215,0.825,0.992896105310022,0.248416637594346,-1478.79928936153,-1478.92349768032
300,0.215,0.825,0.00915957417490136,13.4785238232666,-1815.2605672738,-1821.99982918543
350,0.215,0.825,0.0362696328137022,10.2599263906741,-2191.39725902181,-2196.52722221715
400,0.215,0.825,0.0379199380806439,10.1534958059819,-2515.03317270479,-2520.10992060778
450,0.215,0.825,0.858703244208296,1.3157174664575,-2768.16509105282,-2768.82294978605
500,0.215,0.825,0.559130589064878,2.99220578934273,-3107.02158210856,-3108.51768500323
50,0.215,0.825,0.979049848270435,0.440261448373917,-318.792594952125,-319.012725676312
60,0.215,0.825,0.502625942899025,3.33996006255995,-374.414948403821,-376.084928435101
70,0.215,0.825,0.610331857430244,2.69361791023391,-437.708237368656,-439.055046323773
80,0.215,0.825,0.785276158513414,1.72991755894384,-477.862016136154,-478.726974915626
90,0.215,0.825,0.346437896819946,4.46733832503196,-569.032702869539,-571.266372032055
100,0.215,0.825,0.0109640570419992,13.064676882984,-604.668000435923,-611.200338877415
150,0.215,0.825,0.440464592179652,3.75299845217705,-927.437482015451,-929.31398124154
200,0.215,0.825,0.170605208427131,6.40915349662191,-1194.64474107373,-1197.84931782204
250,0.215,0.825,0.235142442545263,5.55262313482035,-1566.24523693286,-1569.02154850027
300,0.215,0.825,0.0525932943350391,9.36514059872206,-1757.60062055235,-1762.28319085171
350,0.215,0.825,0.22361713378027,5.6889012529673,-2145.13806125952,-2147.982511886
400,0.215,0.825,0.64647497538481,2.48973423815005,-2495.86872020834,-2497.11358732742
450,0.215,0.825,0.119665678137241,7.32526790933753,-2774.5867817965,-2778.24941575117
500,0.215,0.825,0.147646103318736,6.78586904474105,-3059.54423736406,-3062.93717188643
50,0.215,0.825,0.937413992531796,0.807691163095456,-311.174821400227,-311.578666981775
60,0.215,0.825,0.209579591489337,5.86346330635502,-357.397012715279,-360.328744368457
70,0.215,0.825,0.0758884210185637,8.46717661041657,-441.274358633743,-445.507946938951
80,0.215,0.825,0.273943693702813,5.13277046932819,-456.134195028281,-458.700580262945
90,0.215,0.825,0.190471567650534,6.1185015238334,-555.946976716437,-559.006227478354
100,0.215,0.825,0.927967463512959,0.876077918667534,-626.427217078139,-626.865256037473
150,0.215,0.825,0.678442027935725,2.31278660905332,-940.168780937568,-941.325174242095
200,0.215,0.825,0.658984619376961,2.42017387346641,-1243.5391926985,-1244.74927963523
250,0.215,0.825,0.774665156048742,1.78806522783088,-1575.20260243353,-1576.09663504744
300,0.215,0.825,0.440101505172402,3.75552643316814,-1797.98481122817,-1799.86257444475
350,0.215,0.825,0.58850484228047,2.81930558248041,-2182.58823056272,-2183.99788335396
400,0.215,0.825,0.328587787868263,4.61971177676787,-2511.77950503417,-2514.08936092256
450,0.215,0.825,0.378303356925953,4.21021414457664,-2697.4695347405,-2699.57464181279
500,0.215,0.825,0.0779516564330548,8.40080490144737,-3093.83586392795,-3098.03626637868
50,0.215,0.825,0.081986857686156,8.27565286787933,-318.551371837877,-322.689198271816
60,0.215,0.825,0.140436059134489,6.91523479217517,-363.274251010489,-366.731868406576
70,0.215,0.825,0.913869630746562,0.972949382351089,-415.363885974072,-415.850360665248
80,0.215,0.825,0.559088849207907,2.99245489161513,-490.933561537992,-492.429788983799
90,0.215,0.825,0.982504922179567,0.399657664230517,-567.777188657725,-567.97701748984
100,0.215,0.825,0.487335278733518,3.43821226961813,-584.451347055678,-586.170453190487
150,0.215,0.825,0.478806875123039,3.49389733191833,-898.523667970835,-900.270616636794
200,0.215,0.825,0.997292668832201,0.150905167128712,-1209.82943580733,-1209.9048883909
250,0.215,0.825,0.428705530636383,3.83564537557504,-1547.60405537139,-1549.52187805918
300,0.215,0.825,0.372154413023569,4.25846996412611,-1846.9021373475,-1849.03137232956
350,0.215,0.825,0.584003798309722,2.84550357891749,-2114.58310948825,-2116.0058612777
400,0.215,0.825,0.38226589482763,4.17943800300964,-2405.12760699296,-2407.21732599447
450,0.215,0.825,0.390962929276441,4.11274139949455,-2757.01058258483,-2759.06695328458
500,0.215,0.825,0.768653021802233,1.82091861122353,-3104.55484863783,-3105.46530794344
50,0.215,0.825,0.416310472642333,3.92456969387013,-313.26131843726,-315.223603284195
60,0.215,0.825,0.200865941263963,5.9770874777646,-385.81159682109,-388.800140559973
70,0.215,0.825,0.911226591817348,0.990542877344524,-438.225812627266,-438.721084065938
80,0.215,0.825,0.340669550689454,4.51587256888718,-489.611143075192,-491.869079359636
90,0.215,0.825,0.00537444383368753,14.6962775975871,-537.163015275812,-544.511154074605
100,0.215,0.825,0.753150371212733,1.90541395897094,-616.439449226656,-617.392156206141
150,0.215,0.825,0.171994382930802,6.38786446953804,-961.121672200614,-964.315604435383
200,0.215,0.825,0.452791646510726,3.66803814319201,-1202.27786366298,-1204.11188273458
250,0.215,0.825,0.237791252232447,5.52212793934223,-1544.96797658834,-1547.72904055801
300,0.215,0.825,0.368029546075114,4.29119034375299,-1891.25667951761,-1893.40227468948
350,0.215,0.825,0.608553067160439,2.70378146412531,-2121.54483718498,-2122.89672791704
400,0.215,0.825,0.427799383501752,3.84208194836447,-2438.43616761401,-2440.3572085882
450,0.215,0.825,0.704846973871069,2.16824485167854,-2725.59670973464,-2726.68083216048
500,0.215,0.825,0.0156122098632397,12.2460720613217,-3184.56803482286,-3190.69107085352
50,0.215,0.825,0.770713846262237,1.80966373157639,-289.467785554215,-290.372617420003
60,0.215,0.825,0.09678051999473,7.86162707340452,-359.83833974339,-363.769153280092
70,0.215,0.825,0.400484566397886,4.04100726429181,-450.357937740102,-452.378441372248
80,0.215,0.825,0.944267122673481,0.755849477421521,-491.442910345154,-491.820835083865
90,0.215,0.825,0.00101839978739602,18.4264082492498,-543.642741795376,-552.855945920001
100,0.215,0.825,0.488937719828586,3.42782177160689,-636.470341646024,-638.184252531827
150,0.215,0.825,0.744659152172659,1.95160833724503,-919.872331636762,-920.848135805384
200,0.215,0.825,0.156608875993681,6.63286647993118,-1242.39066643105,-1245.70709967101
250,0.215,0.825,0.410505200299905,3.96689106810254,-1567.66446951512,-1569.64791504917
300,0.215,0.825,0.644416579538269,2.50122428288842,-1827.65360587896,-1828.9042180204
350,0.215,0.825,0.985240845778996,0.364999942998111,-2128.76018583357,-2128.94268580507
400,0.215,0.825,0.222897112393214,5.69761730607206,-2564.11937024281,-2566.96817889584
450,0.215,0.825,0.139553717169271,6.93148158904114,-2793.39606552333,-2796.86180631785
500,0.215,0.825,0.458419659209022,3.62979058515339,-3092.99985612764,-3094.81475142022
50,0.215,0.825,0.507560060372168,3.30866801693151,-312.390730493982,-314.045064502448
60,0.215,0.825,0.28813101380104,4.99188641057845,-357.636956903952,-360.132900109241
70,0.215,0.825,0.925165066871752,0.895782786221389,-405.269077789715,-405.716969182826
80,0.215,0.825,0.0591853782522703,9.07774308842272,-471.81557082666,-476.354442370871
90,0.215,0.825,0.702283845509919,2.18223013372835,-518.213602482203,-519.304717549067
100,0.215,0.825,0.28487698004007,5.02367428878915,-605.772607912421,-608.284445056816
150,0.215,0.825,0.892889873129825,1.10869708328028,-932.67646662563,-933.23081516727
200,0.215,0.825,0.846399696258063,1.3872977539454,-1216.03475574677,-1216.72840462375
250,0.215,0.825,0.248284728039038,5.40414333510671,-1579.29187579338,-1581.99394746093
300,0.215,0.825,0.7993448352203,1.65240065434,-1807.74925625515,-1808.57545658232
350,0.215,0.825,0.179784834880154,6.27127102526902,-2201.78319017695,-2204.91882568958
400,0.215,0.825,0.18899687693277,6.13911913486663,-2525.36552706807,-2528.43508663551
450,0.215,0.825,0.130818655246388,7.09761714473552,-2739.06140525706,-2742.61021382943
500,0.215,0.825,0.823681338711275,1.51668802671702,-3095.30934988471,-3096.06769389807
50,0.215,0.825,0.296959071287729,4.90713841063234,-293.75913333753,-296.212702542846
60,0.215,0.825,0.528854660886491,3.1757620721238,-379.845672068967,-381.433553105029
70,0.215,0.825,0.929412936406588,0.865816590109716,-424.053750087757,-424.486658382812
80,0.215,0.825,0.876215858978361,1.21141379892606,-503.590674119197,-504.19638101866
90,0.215,0.825,0.0862475662403502,8.14965120193619,-554.709948938125,-558.784774539093
100,0.215,0.825,0.866756815323194,1.2681434355311,-619.126862033457,-619.760933751222
150,0.215,0.825,0.707929971288706,2.15143298484986,-928.259754838609,-929.335471331034
200,0.215,0.825,0.739174605062584,1.98142993793135,-1228.73893026013,-1229.7296452291
250,0.215,0.825,0.311821448214505,4.76908720991514,-1624.44995321982,-1626.83449682478
300,0.215,0.825,0.325871669052022,4.64348105974295,-1866.27711704987,-1868.59885757974
350,0.215,0.825,0.918940479872591,0.938725364209859,-2146.39308173364,-2146.86244441574
400,0.215,0.825,0.140913337857385,6.90648547769797,-2470.17515505697,-2473.62839779582
450,0.215,0.825,0.304514337793922,4.83626204821667,-2754.90077962313,-2757.31891064724
500,0.215,0.825,0.280502400497509,5.0668936593438,-3174.9227972122,-3177.45624404187
50,0.215,0.825,0.102517702529472,7.71687291449143,-314.361902044726,-318.220338501972
60,0.215,0.825,0.309959118452225,4.78608323522928,-346.011541921188,-348.404583538802
70,0.215,0.825,0.958776208614953,0.637763987257017,-423.332998030629,-423.651880024258
80,0.215,0.825,0.343934139176587,4.48832448911833,-463.420167087681,-465.66432933224
90,0.215,0.825,0.950111208110254,0.70982970838827,-545.775383282658,-546.130298136853
100,0.215,0.825,0.211095905933151,5.84411931347699,-562.984283442272,-565.90634309901
150,0.215,0.825,0.555357865839252,3.01476317043216,-918.335610790926,-919.842992376142
200,0.215,0.825,0.0777270105121837,8.40795052737894,-1257.59802264957,-1261.80199791326
250,0.215,0.825,0.566265339001453,2.94977484646006,-1515.11250174629,-1516.58738916952
300,0.215,0.825,0.0484066943509107,9.56609609943507,-1881.75443351761,-1886.53748156733
350,0.215,0.825,0.199329724781079,5.99757128532201,-2177.14752136379,-2180.14630700645
400,0.215,0.825,0.0523833645399179,9.37484710267017,-2505.75457087325,-2510.44199442458
450,0.215,0.825,0.150685809229123,6.73305218356381,-2757.40866852573,-2760.77519461751
500,0.215,0.825,0.334479058444876,4.56869933913458,-3116.31282036638,-3118.59717003595
50,0.215,0.825,0.766122282439004,1.83473138757006,-310.449312551933,-311.366678245718
60,0.215,0.825,0.19865240308493,6.00664724219723,-360.769447306358,-363.772770927456
70,0.215,0.825,0.646812160283881,2.48785330263399,-439.463097354001,-440.707024005318
80,0.215,0.825,0.705154893411697,2.1665652619962,-502.388406869714,-503.471689500712
90,0.215,0.825,0.387361988766846,4.14021716207913,-573.936421349627,-576.006529930666
100,0.215,0.825,0.19534104567616,6.05141890552659,-648.155583188527,-651.18129264129
150,0.215,0.825,0.58384396236327,2.84643575647738,-858.435012465972,-859.858230344211
200,0.215,0.825,0.00411375813947407,15.3022107633501,-1266.93450086247,-1274.58560624415
250,0.215,0.825,0.284826605680788,5.02416877863561,-1540.63284031252,-1543.14492470184
300,0.215,0.825,0.497489762962864,3.37274363033202,-1895.71809868797,-1897.40447050313
350,0.215,0.825,0.408254176265711,3.98342134522682,-2158.69917543818,-2160.69088611079
400,0.215,0.825,0.103062752346452,7.70351686582308,-2408.60370376118,-2412.45546219409
450,0.215,0.825,0.375656952450503,4.23090741255965,-2818.41824876274,-2820.53370246902
500,0.215,0.825,0.671238000879511,2.3524434632709,-3135.75694329999,-3136.93316503163
50,0.215,0.825,0.0218419823371936,11.4611663119883,-298.20877991104,-303.939363067034
60,0.215,0.825,0.0891808495332807,8.06626252275441,-392.384379199516,-396.417510460893
50,0.215,0.825,0.000785722387885422,19.0006239889601,-302.337405055591,-311.837717050071
60,0.215,0.825,0.0638761133424945,8.89124347007362,-371.366372598421,-375.811994333458
70,0.215,0.825,0.0586829909079883,9.09854425661899,-411.486670602799,-416.035942731109
80,0.215,0.825,0.786584999375475,1.72272818011004,-484.476947427883,-485.338311517938
90,0.215,0.825,0.0598687712159979,9.04971552179245,-519.062666002291,-523.587523763188
100,0.215,0.825,0.524438648878698,3.20304883110816,-609.132205818682,-610.733730234236
50,0.215,0.825,0.114322395888713,7.44137432402965,-259.933774815662,-263.654461977677
60,0.215,0.825,0.89272675261389,1.10972135891234,-334.978567760246,-335.533428439702
70,0.215,0.825,0.589772595624998,2.81194477840097,-437.631598030915,-439.037570420115
80,0.215,0.825,0.414730664945879,3.93604311699369,-498.031638769428,-499.999660327925
90,0.215,0.825,0.36370955316147,4.32576779627811,-562.858119878883,-565.021003777022
100,0.215,0.825,0.505499008378925,3.32171545324172,-614.610571155425,-616.271428882046
50,0.215,0.825,0.0960243598855316,7.88130068301848,-303.04278639511,-306.983436736619
60,0.215,0.825,0.391099722412211,4.11170146653615,-384.625923204255,-386.681773937523
70,0.215,0.825,0.879180394764236,1.19342234057672,-427.664959917261,-428.26167108755
80,0.215,0.825,0.21584553240304,5.78431065592724,-486.394291442097,-489.28644677006
90,0.215,0.825,0.803516311135104,1.62930180678813,-542.784710935152,-543.599361838546
100,0.215,0.825,0.853461301733893,1.34636539758276,-620.650952867047,-621.324135565838
50,0.215,0.825,0.409580094209919,3.97367632261944,-305.439495822507,-307.426333983816
60,0.215,0.825,0.43472339114534,3.79314797519839,-354.977229513789,-356.873803501389
70,0.215,0.825,0.592276418276728,2.79743002609609,-441.044815404402,-442.44353041745
80,0.215,0.825,0.765069937838289,1.8404725111368,-484.748567055831,-485.6688033114
90,0.215,0.825,0.139614444853679,6.93036038118589,-558.672528304394,-562.137708494987
100,0.215,0.825,0.751242903818459,1.91579472370518,-627.706567219866,-628.664464581718
50,0.215,0.825,0.644099537818177,2.50299519206499,-321.498213490584,-322.749711086617
60,0.215,0.825,0.00654405287510015,14.2480484509069,-362.280210483815,-369.404234709268
70,0.215,0.825,0.412795410420138,3.95014226301362,-423.331023022563,-425.30609415407
80,0.215,0.825,0.343296366242023,4.49368976581945,-521.424676607697,-523.671521490607
90,0.215,0.825,0.478913793850138,3.49319513130922,-528.842374135342,-530.588971700996
100,0.215,0.825,0.845856710537725,1.39042942967785,-580.280780349632,-580.97599506447
50,0.215,0.825,0.396563839174772,4.0703867696709,-310.416375727998,-312.451569112834
60,0.215,0.825,0.970526206450027,0.529894933540504,-395.602559224301,-395.867506691071
70,0.215,0.825,0.931016048958653,0.854354873241732,-393.539762010295,-393.966939446916
80,0.215,0.825,0.330394720411142,4.60398726920994,-502.686613912717,-504.988607547322
90,0.215,0.825,0.682442216698908,2.29081286738528,-556.883730298307,-558.029136731999
100,0.215,0.825,0.204006583869744,5.93563956489811,-603.508724002725,-606.476543785174
50,0.215,0.825,0.728492773531274,2.03950520679768,-298.139568561092,-299.159321164491
60,0.215,0.825,0.668352456224461,2.36836032308838,-391.596870324071,-392.781050485615
70,0.215,0.825,0.266743537472804,5.20664902088913,-435.455319211864,-438.058643722308
80,0.215,0.825,0.570283464979807,2.92600624226611,-498.388120967402,-499.851124088535
90,0.215,0.825,0.856400412411247,1.32921049468337,-569.837125458011,-570.501730705352
100,0.215,0.825,0.207144658451705,5.89478669027721,-598.340667073882,-601.288060419021
50,0.215,0.825,0.383006667104444,4.1737119395641,-314.908644985397,-316.995500955179
60,0.215,0.825,0.761245410295727,1.86132581904781,-380.069337244477,-381.000000154001
70,0.215,0.825,0.415304564170348,3.93187140845259,-452.558602179205,-454.524537883432
80,0.215,0.825,0.382134826371484,4.1804520337804,-503.421659717105,-505.511885733996
90,0.215,0.825,0.0487268112542613,9.55015509074042,-564.29119557426,-569.066273119631
100,0.215,0.825,0.456037525110031,3.64593908067809,-623.570051619119,-625.393021159458
50,0.215,0.825,0.145599352929572,6.82199484935143,-317.609582608072,-321.020580032748
60,0.215,0.825,0.185051155607889,6.19500001842448,-340.145531116409,-343.243031125621
70,0.215,0.825,0.803426852940644,1.62979778743124,-419.343529248655,-420.158428142371
80,0.215,0.825,0.91697934260128,0.952037583605147,-492.369267982549,-492.845286774351
90,0.215,0.825,0.288677660782226,4.98657596358248,-517.40893594434,-519.902223926131
100,0.215,0.825,0.0494289307414812,9.51553910600637,-608.094421588322,-612.852191141325
50,0.215,0.825,0.0886676140658678,8.08066531462475,-307.449468292882,-311.489800950194
60,0.215,0.825,0.0412588790301246,9.95113623109296,-379.481034939844,-384.45660305539
70,0.215,0.825,0.396070523107446,4.07409893988199,-444.025997090013,-446.063046559954
20000,0.215,0.825,0.0013656313501998,17.7747992188379,-123900.984168555,-123909.871568164
40000,0.215,0.825,0.000331878145712461,20.8972222191514,-248689.212256864,-248699.660867973
80000,0.215,0.825,1.06851564504698e-21,104.526526732021,-496287.982933906,-496340.246197272
20000,0.215,0.825,7.04341982351732e-05,24.2724074042344,-123712.54500478,-123724.681208482
40000,0.215,0.825,2.90882253797983e-09,45.6526156077744,-247590.90791555,-247613.734223354
80000,0.215,0.825,1.57559601092778e-11,56.4993414374767,-496460.69999411,-496488.949664828
20000,0.215,0.825,0.0936896592854356,7.94297261344036,-123660.858875739,-123664.830362046
40000,0.215,0.825,1.7803215468129e-07,37.0246984339901,-247874.263674676,-247892.776023893
80000,0.215,0.825,3.39709252115647e-14,69.1704024653882,-495809.496955778,-495844.082157011
10000,0.215,0.825,0.022054710453517,11.4383957087994,-61799.7240180878,-61805.4432159422
15000,0.215,0.825,0.00610266157579719,14.4072076560115,-92934.6738385079,-92941.8774423359
20000,0.215,0.825,0.000841540381599093,18.8488570085901,-123986.614852402,-123996.039280906
