"n","p","q","prob3","mttf3","prob1","mttf1","mttf","tau","shapes1","shape.mles.1","shape.mles.2","shape.mles.3","shape.mles.4","shape.mles.5","scale.mles.1","scale.mles.2","scale.mles.3","scale.mles.4","scale.mles.5","shapes.lower.1","shapes.lower.2","shapes.lower.3","shapes.lower.4","shapes.lower.5","shapes.upper.1","shapes.upper.2","shapes.upper.3","shapes.upper.4","shapes.upper.5","scales.lower.1","scales.lower.2","scales.lower.3","scales.lower.4","scales.lower.5","scales.upper.1","scales.upper.2","scales.upper.3","scales.upper.4","scales.upper.5"
100,0.215,0.825,0.393361851959789,1680.2282,924.869251041088,924.869251041088,177.572511944803,325.70321504998,0.5,3.9415257973776,0.738934896879811,0.367267133677654,0.662858549676895,1.12803590462363,457.310214121044,2446.64781070836,4438.62861426662,2995.72715229031,629.803272233196,1.10552365021978,0.506010719916026,0.243929512476856,0.233535759853666,0.798412244599663,11.4711965420236,1.47348918001381,0.597822406807938,1.37099756551064,1.84355142346277,364.089627112872,765.328104434049,1020.13796736698,677.151581013253,395.868919618562,1755.72695391885,31601.0453854974,151412.829885131,2629092.14645641,1365.08077456748
100,0.215,0.825,0.393361851959789,1680.2282,924.869251041088,924.869251041088,177.572511944803,325.70321504998,0.5,1.1311222055478,2.07383545024891,0.516816467222796,1.33458073103756,1.41134087536403,790.442026711839,736.300039349231,873.10869526409,835.291112707257,648.247683068107,0.675648698670052,0.993535244629002,0.362332957925985,0.948380840519727,0.638092848752177,1.80639547515983,5.45386005836136,0.691738408079276,2.56112203333105,2.88825607396867,461.247582865831,414.566796789094,430.590510400973,499.511562587086,410.532785130471,3009.94387325065,3404.73694131946,3073.29201140493,2636.65653277549,6793.04190549886
100,0.215,0.825,0.393361851959789,1680.2282,924.869251041088,924.869251041088,177.572511944803,325.70321504998,0.5,0.630405792984352,1.15387671492121,0.493783073943875,0.897187491506644,1.12474074307667,7549.88730555775,838.687329848693,864.578051564998,4104.14389158321,704.50988579348,0.395729189314132,0.590538131691594,0.327782726927475,0.514834406925211,0.362309798869698,3.13825788900003,3.32320217315031,0.725160259371075,4.69990601966275,2.93167202375786,633.450425209229,404.798625590223,403.066567775918,581.921996020431,389.899357328136,496186.541472936,9688.21778485391,6099.20633401666,28092.8340121356,20817.1274360359
100,0.215,0.825,0.393361851959789,1680.2282,924.869251041088,924.869251041088,177.572511944803,325.70321504998,0.5,0.93158923927078,1.88457497618605,0.394939205259847,1.71176998915365,0.861372459062669,1535.84409787894,600.020928031184,780.430699653691,659.400620306893,2673.59404305732,0.560700499712145,1.24563197832998,0.287187408756618,0.709801597724725,0.366858051770703,1.6692544565704,5.50277036799565,0.532232888796043,2.72757578439601,3.5509937526594,661.67639373221,409.538331742639,351.202098954693,425.973170068518,545.527530417695,20164.2243041666,1484.86869562833,2884.84622497274,2618.19841653865,1202674.40582271
100,0.215,0.825,0.393361851959789,1680.2282,924.869251041088,924.869251041088,177.572511944803,325.70321504998,0.5,1.64289885186695,1.80042144476127,0.555694098521925,1.73558714608004,1.00681789411135,525.56463464313,1439.30215925995,833.162069180706,684.515151605177,1283.52684511361,0.565269920901111,0.74494641926431,0.412209633123374,0.854449465769532,0.635963962834544,4.44975434733313,5.28812282828196,0.771233689187412,4.41844534981341,1.97036435715309,358.561711890397,494.656831333823,443.473305776542,411.89880912529,585.42648697438,5626.53777653793,3894.17291855095,2429.75179074809,3194.43042490166,9631.19017334221
100,0.215,0.825,0.328824833415765,1063.43617555016,924.869251041088,924.869251041088,196.415416746624,346.196514899538,0.7,1.06954769942861,1.66997749512974,0.72900659265268,0.989441843801103,0.971438381753732,1088.51813231804,485.689372698545,668.088721811111,3839.73103268734,1833.708228327,0.851731880655105,1.25898135591041,0.527110277325637,0.4051548763532,0.559543936427545,1.46723384450647,2.32331476696596,0.995272727792987,4.29535819296981,3.17068099154527,550.063109898347,360.215391775975,402.698606534516,826.774642765324,592.551300557601,2878.36453490612,828.241782084999,1638.9547302188,172311.470522811,24500.0295497973
100,0.215,0.825,0.328824833415765,1063.43617555016,924.869251041088,924.869251041088,196.415416746624,346.196514899538,0.7,2.01951612928917,2.13043533661567,0.781386293972638,1.31993557755072,1.93887884842392,698.708445944445,686.581592868546,536.501287593085,404.417577695646,523.979681778001,1.27676006083091,1.06233477825677,0.595869844085181,0.971977467773147,0.704787938338684,6.96867339989908,6.93215939460019,1.00523312119255,1.79969043255461,11.298125443406,403.192920812668,397.136920058516,324.065606364022,293.132105910557,359.119656122136,2621.29862156011,2635.8068184748,1212.25409836988,767.24486104309,6930.3579710796
100,0.215,0.825,0.328824833415765,1063.43617555016,924.869251041088,924.869251041088,196.415416746624,346.196514899538,0.7,0.979681101174299,0.833504975615504,0.581822892294331,1.13751539259709,1.93703549513434,1674.00270720412,1555.50388334795,2026.80084315906,1165.34269430247,641.686350811027,0.587463761043779,0.50593104324574,0.342715716215165,0.349826409801661,1.11566780997708,6.07072436423021,2.18967728317992,0.862607458919024,2.43647770663095,34.6281786058111,474.690931013506,664.739131557656,747.976247954106,529.601277062021,404.77447446603,26009.1902892348,19751.0453068273,30587.6396651196,84607.5533359871,2026.67418921316
100,0.215,0.825,0.328824833415765,1063.43617555016,924.869251041088,924.869251041088,196.415416746624,346.196514899538,0.7,1.10577916739543,4.06114853024486,0.737576750769755,1.04689393255597,0.932581705343176,1823.00747969489,516.329873168987,1235.37679792824,2112.24536370198,575.819541791471,0.517298654855563,0.624369449081317,0.437125258174428,0.394141477515796,0.64389056073091,4.77794750855655,24.7278415230749,2.22164153503449,4.07511698109837,1.44217190026881,503.171085113117,365.623136373392,496.311632001716,580.066186546445,389.200654269972,18436.4485449964,3205.4505287583,8162.4184331024,48047.3039232953,1223.76052013936
100,0.215,0.825,0.328824833415765,1063.43617555016,924.869251041088,924.869251041088,196.415416746624,346.196514899538,0.7,1.38391911445036,1.10974920053033,0.59708999816884,0.937712695734838,1.41356643658976,764.601128834075,2067.68567873772,1160.60169292739,934.728314403105,468.877169845694,0.600169476318056,0.743713554460861,0.414165786191632,0.672968187931396,0.961016547699984,2.35117839446761,2.25356288927186,0.817238145028051,1.34758431832454,2.10927729488034,455.809100995992,737.180343785973,542.256492565489,496.656154649184,338.170434677661,7860.96289817586,12001.4521483317,4934.64083981137,4306.31938512626,977.717086610745
100,0.215,0.825,0.278487170955192,883.95437971124,924.869251041088,924.869251041088,210.627343926679,362.492299414816,0.9,1.02778812508498,0.932324610606258,0.962900093582254,1.50172368244967,1.15406173765712,2462.47415432081,1014.5906410428,773.459083173397,944.454879220555,1318.98275165192,0.626402158369002,0.567863658776081,0.688487230432529,0.82346497336252,0.777155014687709,4.61247419909298,1.48995753748552,1.31587980136391,2.77962568416242,4.83139723418315,590.699922132502,560.810181723226,496.676985164339,530.368836126138,540.399300079509,30769.8898466276,4789.91845066993,1832.15856267764,3162.71025535673,6837.13386621351
100,0.215,0.825,0.278487170955192,883.95437971124,924.869251041088,924.869251041088,210.627343926679,362.492299414816,0.9,0.752825944440297,1.42000980596382,0.880796509096185,1.88438043527133,1.4346789869147,3520.43034616213,1076.49644920628,1124.67278038649,679.775897084868,734.049434764408,0.334735361446177,0.959052682891159,0.682556539365492,0.799906979812171,0.927489197101928,3.25766610099163,2.91275898391699,1.19525398945269,4.94777811501793,2.27608588490545,538.809311912668,575.081904980257,616.09866953827,421.700910854388,474.040093061839,1278124.52794059,3587.21674657465,3416.14676573196,4098.28948113785,1820.38703367125
100,0.215,0.825,0.278487170955192,883.95437971124,924.869251041088,924.869251041088,210.627343926679,362.492299414816,0.9,0.77910493195905,1.25632511660299,1.41691689781641,1.51676425981804,1.43824352348764,2302.51570141461,650.403846489342,537.111354664732,882.749982582283,1049.1887995235,0.444228269477007,0.869559789804181,1.03348670932507,0.737236381866095,0.964917586087853,1.25203248076406,1.72943788770819,1.87650724969848,6.3409834112982,11.840030813491,807.33383016501,417.61710470176,376.370997294087,453.54721182899,417.537692999835,24845.0039844603,1295.17053773887,945.418860853765,8757.06012493062,4322.75177605065
100,0.215,0.825,0.278487170955192,883.95437971124,924.869251041088,924.869251041088,210.627343926679,362.492299414816,0.9,1.58866837052841,0.711983895474926,1.31420915086053,0.947258755323975,0.945643279920196,783.940228711729,3557.96814432332,519.084492277926,1810.55535732755,824.774637156498,1.11500202784753,0.393902414585859,0.734665250474468,0.726438779825217,0.61651530806713,3.00304556695827,1.59820667437987,2.0591396723325,1.18065914891112,1.54589206369743,469.504572189282,780.355302574658,385.050754462717,793.197907433465,485.122812728495,2732.38665979904,331203.029695284,1171.69244214282,7004.11614494385,2441.93756043919
100,0.215,0.825,0.278487170955192,883.95437971124,924.869251041088,924.869251041088,210.627343926679,362.492299414816,0.9,1.82578362245065,0.980202547406784,1.36445059695019,0.818979310554956,1.37092167695157,760.872119092994,690.554940659042,663.328281086011,2276.5490257874,668.241306584584,1.23997347409551,0.740818777431701,0.628026693655022,0.374545270821565,0.969700328542385,4.60147387460647,1.32624777716634,2.41325453582594,1.43598616556119,2.08435762058546,460.626245560057,433.619316304327,440.727375247633,795.811376403512,435.176875114363,1933.56556167283,1433.35428677824,3081.99537098033,84248.9532741316,1370.76987542424
100,0.215,0.825,0.239039599065893,810.636587284279,924.869251041088,924.869251041088,221.454510863052,375.858579375114,1.1,1.08256594867025,0.865707981141826,1.54098946111505,1.1445457756745,0.930684328222339,933.161918476049,1826.54095094018,621.586044457815,799.189358621172,931.889339036697,0.676635904026544,0.653654988767283,0.827973086358626,0.773164141955816,0.570265883886637,2.23397594832706,1.15481791500916,2.34665952285067,1.78181104466253,1.83039885268476,495.920256018113,753.628682171911,413.082812718899,439.003044427562,505.251966186143,4289.09425795014,8103.95304290793,1913.95679165523,1995.03289003818,5007.392323802
100,0.215,0.825,0.239039599065893,810.636587284279,924.869251041088,924.869251041088,221.454510863052,375.858579375114,1.1,1.04881609147792,1.13454199550313,1.42089114490608,1.52723259721898,0.951063349656233,1207.96994759949,968.38794326443,760.590409090816,1046.85252681266,983.167771838996,0.412788923613088,0.747910868123197,0.854926493880671,0.601270319694106,0.634485454641835,2.11050998492677,1.77027686753945,2.53081966856591,3.70031205403588,1.43684189963449,539.626009490338,541.535808497703,483.379220982701,543.953246486859,535.121406948841,51935.8595781223,4000.08953638705,2585.78975674834,12015.7044184787,4244.60729518484
100,0.215,0.825,0.239039599065893,810.636587284279,924.869251041088,924.869251041088,221.454510863052,375.858579375114,1.1,1.08389277788969,0.952812077880022,0.83595025496139,0.957227292221258,4.83503148195397,1265.77302695997,1133.03240774371,1107.96074722387,992.303356115846,523.803286931536,0.598617835817403,0.768554252361897,0.567128415102437,0.694415084972941,2.59613040855816,2.05170526869612,1.24417565986334,1.20766678782097,1.48060151114051,14.8135988408305,608.292788332652,638.933954762819,607.732112112335,565.96208922205,407.212106243358,14476.2692375316,2943.3186409512,4110.09920584585,2530.63477783544,1277.16158676948
100,0.215,0.825,0.239039599065893,810.636587284279,924.869251041088,924.869251041088,221.454510863052,375.858579375114,1.1,1.79303279026055,1.93794834571049,1.12453072866172,1.52271955316854,1.31102247964902,773.638464051925,596.464438047514,913.960992211888,507.386127416858,1040.47463805108,1.41558906603951,0.884486418001099,0.454932618079577,1.17053584265977,0.475916612654748,2.92649075860764,5.51079229012973,2.03234271759898,2.17444293505413,2.07002241688014,495.488852884576,410.875163739976,486.904170283274,375.944810827617,597.296442826304,1601.10204017247,2085.9125307769,15470.6814026542,811.970626390672,27683.9721124143
100,0.215,0.825,0.239039599065893,810.636587284279,924.869251041088,924.869251041088,221.454510863052,375.858579375114,1.1,0.961858193767598,1.05930755031439,0.617031265794918,1.32298191412286,0.85775547681784,1420.26183265592,679.107897629536,4456.21888515729,945.758343612913,4527.24518944925,0.565010328072601,0.760646896512106,0.418443386191605,0.773275705020088,0.598124194937871,1.91916495354568,1.51980254760564,0.959188968327773,2.61121277690342,1.38113355928079,642.22010330152,456.775156737323,1334.63108078122,536.873267908106,1177.81163990377,9701.14372904635,1290.95203520396,65997.1129786437,3662.35736002066,44921.0000551906
100,0.215,0.825,0.207844400994472,775.909826210951,924.869251041088,924.869251041088,229.813843872325,387.060635736324,1.3,0.995300979370703,1.03808206919093,2.24212780853718,1.21558810121254,1.53279189143267,1300.34127769525,2517.86508793857,586.562739821894,852.227641527788,654.636896265414,0.582899205017036,0.577275142693988,1.53211020090896,0.949305815170811,1.01593152130479,5.19516117241614,2.94006476846744,4.73496749654823,1.86951978376773,3.49220560386072,467.900972281872,673.507352739484,442.398615959977,519.457350958218,444.659058008713,7273.98104382025,43969.6643679831,1048.30701696804,1825.48482838362,1316.68972847109
100,0.215,0.825,0.207844400994472,775.909826210951,924.869251041088,924.869251041088,229.813843872325,387.060635736324,1.3,1.62269521256146,0.774082056186934,1.23299631883553,1.09581657890391,1.38844312291054,845.822448903646,2076.09289122814,1017.43993400415,918.19956702947,801.657887798704,0.755576043112174,0.427186909561519,0.452449143221734,0.622415535295366,0.804619965226969,3.62295665671263,1.52921327046497,2.59973652351051,1.84071668700894,2.16000917982136,488.663763091899,719.583965461343,522.952274587778,524.149407465346,520.263785033736,4469.19106347503,57353.6212517672,15843.2040716197,7400.01220613293,2316.42046935356
100,0.215,0.825,0.207844400994472,775.909826210951,924.869251041088,924.869251041088,229.813843872325,387.060635736324,1.3,1.03180282203184,3.69289437750364,1.55365156307739,1.6448842479143,1.52707761384239,1030.27112419269,590.81066305568,680.648994162923,543.699621339876,548.731763928799,0.650119793498775,1.01418642724731,1.11756194463087,1.06324553155148,0.949773516373846,1.60725704664223,10.3576735838835,2.59076966593425,2.27787527271513,2.23930693200049,570.246082017701,430.430404042988,458.618197808017,395.972946488768,413.379900964984,5339.4077886577,2086.67592056124,1363.50762470919,1070.60742766364,1189.16427671951
100,0.215,0.825,0.207844400994472,775.909826210951,924.869251041088,924.869251041088,229.813843872325,387.060635736324,1.3,0.9026649484053,0.852080187207998,1.35114526073385,1.36147115620839,0.893461149556467,3020.62100855052,1166.91661882725,734.376914451379,622.912092511046,2605.69418662253,0.570357616592069,0.444395999669279,0.973954129814258,0.914596386495905,0.643718109397767,2.45685558669673,1.51432323066812,3.95348462937725,2.20069139118056,2.00459168933784,783.087588871556,587.427381805584,474.478313069614,444.33572120983,961.146151800233,55115.3169519719,9393.61048471029,1603.721987752,1325.68553557296,20693.2973974051
100,0.215,0.825,0.207844400994472,775.909826210951,924.869251041088,924.869251041088,229.813843872325,387.060635736324,1.3,1.22171573978532,2.03316353960859,0.996934874854057,1.71136698880358,0.921112398257393,967.868650217153,598.564240156343,1151.46432641085,862.134869938481,1719.70819095713,0.901367988228467,1.56071333764135,0.597933107037217,0.505453279606948,0.470248931790081,1.91187489046885,2.98939261194683,1.75131873590141,3.47810246186481,1.62712189736444,568.440434482524,448.855631645099,630.399032653461,526.910931085331,742.501312805018,2288.15667627939,934.469793396484,5896.54976785885,12119.1329083425,35531.1075135821
100,0.215,0.825,0.182912489916643,758.40904931671,924.869251041088,924.869251041088,236.358776991107,396.597994777571,1.5,1.15768027692068,1.10153714398817,2.11898262036863,0.910259661427243,1.16851977802131,976.500041721524,887.400188109749,662.096252209869,2368.27256795248,818.158233101074,0.782090913932785,0.835818406154577,0.977378601116691,0.64651085451071,0.663618446464005,1.83526043265847,1.48989882643817,13.1495358044627,1.39750063474981,1.64526961767205,583.761034542044,559.832257124801,441.02599429187,830.721534237849,506.164188953967,2808.94204300717,2288.97412699287,2331.49520394831,16174.604658715,2718.82999528698
100,0.215,0.825,0.182912489916643,758.40904931671,924.869251041088,924.869251041088,236.358776991107,396.597994777571,1.5,1.29214344873043,0.729303653923966,2.0508716925338,0.847936141309449,2.0258795577651,732.107437737014,3073.40099793201,570.633099360364,2301.60819767958,627.393564001128,0.553822457449952,0.294996605684437,1.47425244232732,0.416610955900269,1.37326809404557,2.06187067776066,1.55468252736759,3.19139647098867,2.15842116867014,10.157932180336,486.580690498856,746.764113741013,446.062263300134,693.061783197327,459.592903786633,2953.11721819776,1449324.73557334,858.694376949834,141693.958425325,1439.12373375081
100,0.215,0.825,0.182912489916643,758.40904931671,924.869251041088,924.869251041088,236.358776991107,396.597994777571,1.5,1.23091948629179,1.31539337108443,2.39191293819948,1.14840749199916,1.4064481044357,1129.92780815825,842.911612006406,664.301658282336,774.543092563151,1662.41045637851,0.833261308176399,0.965776596901813,1.44197308656786,0.887220653555379,0.76314998554669,1.9368906400367,1.98515087330444,5.56557257375275,1.50757269936288,2.63717904057916,668.64994344083,552.588901942409,480.502087663483,502.438737572418,775.900818331345,4715.22238717019,1670.31043149221,1570.74041202957,1483.0105183769,6515.72190827648
100,0.215,0.825,0.182912489916643,758.40904931671,924.869251041088,924.869251041088,236.358776991107,396.597994777571,1.5,1.17414016384634,2.03166471468545,0.962354318698389,1.55629141370202,1.45189789727188,1158.14619827213,498.691854659447,1279.49435991704,716.418122605686,888.309315143976,0.547825175886101,1.29682922275164,0.634288834154802,1.11094840015758,1.08666923068192,2.16159729628985,3.06419138350347,1.4239220534389,2.84045875590997,2.53701265954785,537.405100811779,400.158062150915,678.230818198707,487.402867802911,550.629120124379,17472.9016483956,828.001817746834,5497.25460858099,1471.64043454912,1881.84248566292
100,0.215,0.825,0.182912489916643,758.40904931671,924.869251041088,924.869251041088,236.358776991107,396.597994777571,1.5,1.46159260445505,0.781737988280878,1.17367579195927,1.80216623034377,0.985243131436672,747.42905708895,2229.7624876976,747.194825057682,741.0569436733,1373.6698393917,0.84350037113983,0.572533795752614,0.839691392114217,1.15459819120717,0.565686152512008,2.97677342745804,1.2143984427585,1.75988434110908,3.13184688105476,1.87648724667507,484.180056080097,891.719544359636,466.383560631352,477.817348767772,630.322449359175,2409.11730871027,11601.5648530506,1794.6920693715,1791.9615489731,11568.5428443377
100,0.215,0.825,0.162768001637809,749.587187197168,924.869251041088,924.869251041088,241.553337959301,404.815635533113,1.7,1.12941355571005,1.27049073653876,1.28272132839349,1.10845328038628,1.32539927490381,1091.91203925191,1099.21754571419,1135.35709636821,1108.18910000192,1444.58338738674,0.60951156075538,0.531104410473237,0.960831391866223,0.709814033941873,0.873424727909785,1.79951152934748,3.33681059369049,2.95978276075019,1.96322051076684,5.96507973128989,617.551537455385,565.17090697865,620.909524592782,636.54603376556,558.574834058363,7011.33853907511,15756.1141235438,3359.41039359282,5410.38017019836,6702.02819333607
100,0.215,0.825,0.162768001637809,749.587187197168,924.869251041088,924.869251041088,241.553337959301,404.815635533113,1.7,1.38300874459295,1.03833646738192,0.800420960356158,1.06489099036576,1.01102723105509,1213.09372070094,846.25358697308,2985.09439132173,837.441062311263,1153.15450901437,0.854038966713155,0.700902632268382,0.459789062289437,0.726481874284998,0.784697689212246,5.20993622337359,1.69913690029022,2.79583899993558,1.41787071103092,1.77868207690133,572.2479851744,501.996587860576,685.356103211673,513.644424880646,584.617689368383,4835.56759702776,2336.02558476641,83651.6131839073,2215.19565309809,3073.07023996222
100,0.215,0.825,0.162768001637809,749.587187197168,924.869251041088,924.869251041088,241.553337959301,404.815635533113,1.7,1.95713282162501,0.972914108111856,3.17228524925963,1.17761953051937,2.63404928597045,570.343038902411,1361.1341462714,595.634737304714,1044.78309152593,589.212961227637,1.33026963345723,0.611204937020479,1.78641653046455,0.661479303798434,1.5697045759114,3.06302497279471,1.43197759445388,6.45387975310586,1.86387239153508,7.98842295882468,449.519032166039,700.038474224381,442.213929864254,614.515154277322,444.055170634683,1031.61472785085,5560.57837545361,1363.05322316312,8285.12235631701,1422.92534960924
100,0.215,0.825,0.162768001637809,749.587187197168,924.869251041088,924.869251041088,241.553337959301,404.815635533113,1.7,1.7914984121012,0.704793174995163,1.69532006852224,2.06219196010981,0.954376512613929,683.381748869818,2312.75447587384,668.488536836743,556.826102622208,1462.4022476787,0.971578215414065,0.41539068352251,1.24176300608554,1.14367982300301,0.679573738751972,3.82996676696321,1.54624192431139,2.16272201569954,3.19590264753424,1.52300386553567,456.97697521709,767.617617531562,469.77227565675,416.595715183566,697.004119363845,2076.71024259026,33240.9309900255,1289.13406364995,1051.41506405027,5642.75779026375
100,0.215,0.825,0.162768001637809,749.587187197168,924.869251041088,924.869251041088,241.553337959301,404.815635533113,1.7,0.941140425482109,1.39185006980043,1.56842964781044,1.77255579818176,1.42389396022814,2717.95468261477,592.390958906457,541.085105479288,729.880855959581,726.316243308354,0.401381353602876,0.788382112260448,0.747666381818493,0.773237675242739,0.845913105822989,2.30532869256798,2.34245083405188,2.44481919217328,6.14212088046458,2.05561003875877,602.55069533579,408.041936490576,408.10377855602,464.61783017869,481.021712657437,1612992.65616913,1599.17520864303,1333.87099836347,5628.19026435018,2541.80754338554
100,0.215,0.825,0.146317575270849,745.486433503477,924.869251041088,924.869251041088,245.728705841541,411.962227770625,1.9,1.37635389881666,1.02298379193872,3.99871858965987,1.71292131571663,1.39091782880285,848.632649072819,1479.56686835234,532.000584088089,547.193729957643,693.36086331353,0.82954180244166,0.711839019039703,1.96754527864087,1.08827838444083,0.867634743631196,2.78535923004012,1.78220868035905,6.98176999913876,2.87440578447761,2.48596682966132,499.568479868919,668.312085712598,420.212633481268,419.813845938528,470.192529321039,4471.17849715838,7577.87530065997,1179.08478447717,962.976985788934,2067.99486687858
